,name,worth_amount_(BUSD),country,company_sector,company_name,age,gender
0,Jeff Bezos,112.0,United States,Technology,Amazon,54.0,
1,Bill Gates,90.0,United States,Technology,Microsoft,62.0,M
2,Warren Buffett,84.0,United States,Finance and Investments,Berkshire Hathaway,87.0,M
3,Bernard Arnault,72.0,,Fashion & Retail,LVMH,69.0,
4,Mark Zuckerberg,71.0,United States,Technology,Facebook,33.0,M
5,Amancio Ortega,70.0,,Fashion & Retail,Zara,82.0,M
6,Carlos Slim Helu,67.1,,Telecom,telecom,78.0,M
7,Charles Koch,60.0,United States,Diversified,Koch Industries,82.0,M
8,David Koch,60.0,United States,Diversified,Koch Industries,78.0,M
9,Larry Ellison,58.5,United States,Technology,software,73.0,
10,Michael Bloomberg,50.0,,Media & Entertainment,Bloomberg LP,76.0,M
11,Larry Page,48.8,United States,Technology,Google,45.0,M
12,Sergey Brin,47.5,,Technology,Google,44.0,M
13,Jim Walton,46.4,,Fashion & Retail,Walmart,70.0,
14,S. Robson Walton,46.2,United States,Fashion & Retail,Walmart,73.0,M
15,Alice Walton,46.0,United States,Fashion & Retail,Walmart,68.0,F
16,Ma Huateng,45.3,China,Technology,internet media,46.0,M
17,Francoise Bettencourt Meyers,42.2,,Fashion & Retail,L'Oreal,64.0,F
18,Mukesh Ambani,40.1,,Energy,"petrochemicals, oil & gas",61.0,
19,Jack Ma,39.0,,Technology,e-commerce,53.0,
20,Sheldon Adelson,38.5,,Gambling & Casinos,casinos,84.0,M
21,Steve Ballmer,38.4,,Technology,Microsoft,62.0,M
22,Li Ka-Shing,34.9,Hong Kong,Diversified,diversified,90.0,M
23,Hui Ka Yan,30.3,,Real Estate,real estate,59.0,M
24,Lee Shau Kee,30.3,,Real Estate,real estate,90.0,
25,Wang Jianlin,30.0,,Real Estate,real estate,63.0,
26,Beate Heister & Karl Albrecht Jr.,29.8,Germany,Fashion & Retail,supermarkets,66.0,
27,Phil Knight,29.6,United States,Fashion & Retail,Nike,80.0,M
28,Jorge Paulo Lemann,27.4,Brazil,Food and Beverage,beer,78.0,M
29,Francois Pinault,27.0,France,Fashion & Retail,luxury goods,81.0,M
30,Georg Schaeffler,25.3,Germany,Automotive,auto parts,53.0,
31,Susanne Klatten,25.0,,Automotive,"BMW, pharmaceuticals",56.0,F
32,David Thomson,25.0,,Media & Entertainment,media,61.0,
33,Jacqueline Mars,23.6,United States,Food and Beverage,"candy, pet food",78.0,F
34,John Mars,23.6,United States,Food and Beverage,"candy, pet food",82.0,
35,Joseph Safra,23.5,,Finance and Investments,banking,79.0,M
36,Giovanni Ferrero,23.0,,Food and Beverage,"Nutella, chocolates",53.0,M
37,Dietrich Mateschitz,23.0,Austria,Food and Beverage,Red Bull,74.0,M
38,Michael Dell,22.7,United States,Technology,Dell computers,53.0,M
39,Masayoshi Son,22.7,Japan,Telecom,"internet, telecom",60.0,
40,Serge Dassault,22.6,France,Diversified,diversified,93.0,M
41,Stefan Quandt,22.0,,Automotive,BMW,52.0,
42,Yang Huiyan,21.9,,Real Estate,real estate,35.0,F
43,Paul Allen,21.7,,Technology,"Microsoft, investments",65.0,M
44,Leonardo Del Vecchio,21.2,,Fashion & Retail,eyeglasses,83.0,M
45,Dieter Schwarz,20.9,,Fashion & Retail,retail,78.0,
46,Thomas Peterffy,20.3,United States,Finance and Investments,discount brokerage,73.0,M
47,"Theo Albrecht, Jr.",20.2,,Fashion & Retail,"Aldi, Trader Joe's",67.0,
48,Len Blavatnik,20.2,United States,Diversified,diversified,61.0,M
49,He Xiangjian,20.1,China,Manufacturing,home appliances,75.0,M
50,Lui Che Woo,20.1,Hong Kong,Gambling & Casinos,casinos,89.0,M
51,James Simons,20.0,United States,Finance and Investments,hedge funds,80.0,M
52,Henry Sy,20.0,,Diversified,diversified,93.0,M
53,Elon Musk,19.9,United States,Automotive,Tesla Motors,46.0,M
54,Hinduja Family,19.5,,Diversified,diversified,,M
55,Tadashi Yanai,19.5,,Fashion & Retail,fashion retail,69.0,
56,Vladimir Lisin,19.1,,Metals & Mining,"steel, transport",62.0,
57,Laurene Powell Jobs,18.8,United States,Philanthropy/NGO,"Apple, Disney",54.0,F
58,Azim Premji,18.8,,Technology,software services,72.0,
59,Alexey Mordashov,18.7,Russia,Metals & Mining,"steel, investments",52.0,
60,Lee Kun-Hee,18.6,South Korea,Diversified,Samsung,76.0,M
61,Lakshmi Mittal,18.5,,Metals & Mining,steel,68.0,M
62,Wang Wei,18.2,,Service,package delivery,48.0,M
63,Leonid Mikhelson,18.0,,Energy,"gas, chemicals",62.0,M
64,Charoen Sirivadhanabhakdi,17.9,Thailand,Food and Beverage,"drinks, real estate",74.0,
65,Pallonji Mistry,17.8,Ireland,Construction & Engineering,construction,89.0,M
66,Ray Dalio,17.7,,Finance and Investments,hedge funds,68.0,
67,Takemitsu Takizaki,17.5,,Manufacturing,sensors,73.0,M
68,William Ding,17.4,China,Technology,online games,46.0,
69,R. Budi Hartono,17.4,Indonesia,Finance and Investments,"banking, tobacco",77.0,M
70,Gina Rinehart,17.4,Australia,Metals & Mining,mining,64.0,F
71,German Larrea Mota Velasco,17.3,,Metals & Mining,mining,64.0,M
72,Carl Icahn,16.8,United States,Finance and Investments,investments,82.0,
73,Stefan Persson,16.8,Sweden,Fashion & Retail,H&M,70.0,M
74,Michael Hartono,16.7,,Manufacturing,"banking, tobacco",78.0,M
75,Joseph Lau,16.7,,Real Estate,real estate,66.0,
76,Thomas & Raymond Kwok,16.5,,Real Estate,real estate,,M
77,Vagit Alekperov,16.4,Russia,Energy,oil,67.0,M
78,James Ratcliffe,16.4,United Kingdom,Manufacturing,chemicals,65.0,
79,Donald Bren,16.3,,Real Estate,real estate,86.0,M
80,Iris Fontbona,16.3,,Metals & Mining,mining,75.0,F
81,Gennady Timchenko,16.0,,Energy,"oil, gas",65.0,
82,Abigail Johnson,15.9,,Finance and Investments,money management,56.0,
83,Vladimir Potanin,15.9,,Metals & Mining,metals,57.0,M
84,Lukas Walton,15.9,United States,Fashion & Retail,Walmart,30.0,
85,Charlene De Carvalho-Heineken,15.8,Netherlands,Food and Beverage,Heineken,63.0,F
86,Zhang Zhidong,15.6,,Technology,internet media,46.0,M
87,Petr Kellner,15.5,,Finance and Investments,banking,54.0,M
88,Andrey Melnichenko,15.5,Russia,Energy,"coal, fertilizers",46.0,M
89,David & Simon Reuben,15.5,United Kingdom,Real Estate,"investments, real estate",,M
90,Klaus-Michael Kuehne,15.3,,Logistics,shipping,81.0,M
91,Li Shufu,15.3,,Automotive,automobiles,55.0,M
92,Mikhail Fridman,15.1,,Energy,"oil, banking, telecom",54.0,M
93,Rupert Murdoch,15.0,,Media & Entertainment,"newspapers, TV network",87.0,M
94,Dhanin Chearavanont,14.9,Thailand,Diversified,diversified,79.0,M
95,Robert Kuok,14.8,Malaysia,Diversified,"palm oil, shipping, property",94.0,
96,Emmanuel Besnier,14.7,France,Food and Beverage,cheese,47.0,
97,Shiv Nadar,14.6,India,Technology,software services,72.0,M
98,Viktor Vekselberg,14.4,,Energy,"metals, energy",61.0,M
99,Aliko Dangote,14.1,Nigeria,Manufacturing,"cement, sugar, flour",61.0,M
100,Harold Hamm,14.1,,Energy,oil & gas,72.0,M
101,Steve Cohen,14.0,,Finance and Investments,hedge funds,62.0,M
102,Dustin Moskovitz,14.0,United States,Technology,Facebook,33.0,M
103,Marcel Herrmann Telles,14.0,,Food and Beverage,beer,68.0,M
104,Reinhold Wuerth,13.6,,Manufacturing,fasteners,83.0,
105,Charles Ergen,13.4,United States,Media & Entertainment,satellite TV,65.0,M
106,Eric Schmidt,13.4,United States,Technology,Google,63.0,
107,Philip Anschutz,13.0,,Finance and Investments,investments,78.0,M
108,Jim Kennedy,13.0,United States,Media & Entertainment,media,70.0,M
109,Blair Parry-Okeden,13.0,United States,Media & Entertainment,media,68.0,F
110,Alain Wertheimer,13.0,,Fashion & Retail,Chanel,69.0,M
111,Gerard Wertheimer,13.0,France,Fashion & Retail,Chanel,67.0,
112,Leonard Lauder,12.9,United States,Fashion & Retail,Estee Lauder,81.0,
113,Heinz Hermann Thiele,12.9,Germany,Construction & Engineering,brakes,77.0,M
114,Dilip Shanghvi,12.8,India,Healthcare,pharmaceuticals,62.0,M
115,Hasso Plattner,12.7,,Technology,software,74.0,M
116,Stephen Schwarzman,12.6,United States,Finance and Investments,investments,71.0,
117,Lei Jun,12.5,,Technology,smartphones,48.0,M
118,Hans Rausing,12.5,,Manufacturing,packaging,92.0,
119,Alisher Usmanov,12.5,,Metals & Mining,"steel, telecom, investments",64.0,M
120,Donald Newhouse,12.3,United States,Media & Entertainment,media,88.0,M
121,Peter Woo,12.2,,Real Estate,real estate,71.0,
122,Luis Carlos Sarmiento,12.1,,Finance and Investments,banking,85.0,
123,Robin Li,12.0,China,Technology,internet search,49.0,M
124,Carlos Alberto Sicupira,12.0,,Food and Beverage,beer,70.0,
125,Seo Jung-Jin,11.9,South Korea,Healthcare,biotech,60.0,M
126,Kumar Birla,11.8,,Diversified,commodities,51.0,M
127,Alexander Otto,11.8,,Real Estate,real estate,50.0,M
128,Stefano Pessina,11.8,,Fashion & Retail,drugstores,77.0,M
129,Udo & Harald Tschira,11.7,,Technology,software,,M
130,Wang Wenyin,11.7,China,Metals & Mining,"mining, copper products",50.0,M
131,Andrew Beal,11.6,United States,Finance and Investments,"banks, real estate",65.0,M
132,Lee Man Tat,11.6,,Food and Beverage,"Oyster sauce, real estate",88.0,M
133,"John Menard, Jr.",11.5,United States,Fashion & Retail,home improvement stores,78.0,M
134,Xu Shihui,11.3,China,Food and Beverage,"snacks, beverages",60.0,M
135,Zhou Hongyi,11.3,China,Technology,security software,47.0,M
136,Gong Hongjia,11.2,Hong Kong,Finance and Investments,video surveillance,53.0,M
137,Michael Otto,11.0,Germany,Fashion & Retail,"retail, real estate",75.0,M
138,David Tepper,11.0,,Finance and Investments,hedge funds,60.0,M
139,Roman Abramovich,10.8,,Diversified,"steel, investments",51.0,
140,Liu Qiangdong,10.8,China,Technology,e-commerce,43.0,M
141,Robert & Philip Ng,10.8,,Real Estate,real estate,,
142,Alberto Bailleres Gonzalez,10.7,Mexico,Metals & Mining,mining,86.0,M
143,Uday Kotak,10.7,,Finance and Investments,banking,59.0,
144,Pierre Omidyar,10.5,United States,Technology,eBay,51.0,M
145,Walter P.J. Droege,10.3,,Service,consulting,65.0,M
146,Dietmar Hopp,10.2,,Technology,software,78.0,M
147,Graeme Hart,10.1,,Finance and Investments,investments,63.0,M
148,Eduardo Saverin,10.1,,Technology,Facebook,35.0,M
149,Yan Zhi,10.1,China,Real Estate,real estate,45.0,M
150,Radhakishan Damani,10.0,,Finance and Investments,"investments, retail",63.0,M
151,German Khan,9.8,Russia,Energy,"oil, banking, telecom",56.0,M
152,Ronald Perelman,9.8,United States,Finance and Investments,leveraged buyouts,75.0,M
153,Gautam Adani,9.7,,Diversified,"commodities, ports",56.0,
154,Micky Arison,9.7,,Service,Carnival Cruises,68.0,M
155,Pan Zhengmin,9.7,,Technology,electronics,48.0,
156,Joseph Tsai,9.7,,Technology,e-commerce,54.0,
157,"Thomas Frist, Jr.",9.6,,Healthcare,health care,79.0,
158,Mikhail Prokhorov,9.6,,Finance and Investments,investments,53.0,
159,Galen Weston,9.5,Canada,Fashion & Retail,retail,77.0,M
160,Zong Qinghou,9.5,China,Food and Beverage,beverages,72.0,M
161,Eyal Ofer,9.4,,Diversified,"real estate, shipping",68.0,
162,Charles Schwab,9.4,United States,Finance and Investments,discount brokerage,80.0,M
163,Gianluigi & Rafaela Aponte,9.3,,Logistics,Shipping,77.0,
164,"Herbert Kohler, Jr.",9.3,,Manufacturing,plumbing fixtures,79.0,M
165,Viktor Rashnikov,9.3,Russia,Manufacturing,steel,69.0,M
166,Harry Triguboff,9.2,Australia,Real Estate,real estate,85.0,M
167,August Von Finck,9.2,,Finance and Investments,investments,88.0,
168,Yao Zhenhua,9.2,,Diversified,conglomerate,48.0,M
169,Jan Koum,9.1,United States,Technology,WhatsApp,42.0,M
170,Cyrus Poonawalla,9.1,,Healthcare,vaccines,77.0,M
171,James Goodnight,9.0,United States,Technology,software,75.0,M
172,Ken Griffin,9.0,United States,Finance and Investments,hedge funds,49.0,M
173,Giorgio Armani,8.9,Italy,Fashion & Retail,luxury goods,83.0,M
174,Ernesto Bertarelli,8.9,,Healthcare,"biotech, investments",52.0,M
175,Savitri Jindal,8.8,,Metals & Mining,steel,68.0,F
176,Sunil Mittal,8.8,India,Telecom,telecom,60.0,M
177,James Chambers,8.7,,Media & Entertainment,media,61.0,M
178,Katharine Rayner,8.7,,Media & Entertainment,media,73.0,F
179,Margaretta Taylor,8.7,United States,Media & Entertainment,media,76.0,F
180,Terry Gou,8.5,Taiwan,Technology,electronics,67.0,M
181,Gordon Moore,8.5,,Technology,Intel,89.0,
182,James Irving,8.3,Canada,Diversified,diversified,90.0,M
183,Stanley Kroenke,8.3,,Sports,"sports, real estate",70.0,M
184,Melker Schorling,8.2,,Finance and Investments,investments,71.0,
185,Johann Graf,8.1,,Gambling & Casinos,gambling,71.0,
186,Guo Guangchang,8.1,China,Diversified,conglomerate,51.0,M
187,John Malone,8.1,United States,Media & Entertainment,cable television,77.0,M
188,Xavier Niel,8.1,,Telecom,"internet, telecom",50.0,M
189,Silvio Berlusconi,8.0,Italy,Diversified,media,81.0,M
190,Carl Cook,8.0,United States,Healthcare,medical devices,55.0,M
191,David Geffen,8.0,,Media & Entertainment,"movies, record labels",75.0,M
192,Hui Wing Mau,8.0,Hong Kong,Real Estate,real estate,67.0,M
193,Walter Kwok,8.0,Hong Kong,Real Estate,real estate,67.0,
194,George Soros,8.0,United States,Finance and Investments,hedge funds,87.0,M
195,"Edward Johnson, Iii.",7.9,,Finance and Investments,money management,87.0,
196,Massimiliana Landini Aleotti,7.9,Italy,Healthcare,pharmaceuticals,75.0,F
197,David Duffield,7.8,United States,Technology,business software,77.0,
198,George Kaiser,7.8,,Energy,"oil & gas, banking",75.0,M
199,Patrick Soon-Shiong,7.8,United States,Healthcare,pharmaceuticals,65.0,M
200,Zhou Qunfei,7.8,Hong Kong,Technology,smartphone screens,48.0,F
201,Nicky Oppenheimer,7.7,South Africa,Metals & Mining,diamonds,73.0,M
202,Sun Piaoyang,7.7,China,Healthcare,pharmaceuticals,59.0,M
203,Wu Yajun,7.7,China,Real Estate,real estate,54.0,F
204,Alexei Kuzmichev,7.6,,Energy,"oil, banking, telecom",55.0,M
205,Stephen Ross,7.6,,Real Estate,real estate,78.0,M
206,Vincent Bollore,7.4,,Finance and Investments,investments,66.0,M
207,Pauline Macmillan Keinath,7.4,United States,Food and Beverage,Cargill,84.0,F
208,Jay Y. Lee,7.4,,Diversified,Samsung,50.0,
209,Anders Holch Povlsen,7.4,,Fashion & Retail,fashion retail,45.0,M
210,Eli Broad,7.3,United States,Finance and Investments,investments,85.0,
211,Michael Kadoorie,7.3,Hong Kong,Energy,"hotels, energy",76.0,M
212,Iskander Makhmudov,7.3,Russia,Metals & Mining,"mining, metals, machinery",54.0,M
213,Frederik Paulsen,7.3,,Healthcare,health care,67.0,M
214,Sun Hongbin,7.3,,Real Estate,real estate,55.0,M
215,Christy Walton,7.3,,Fashion & Retail,Walmart,69.0,F
216,Shahid Khan,7.2,,Automotive,auto parts,67.0,M
217,Ananda Krishnan,7.2,,Telecom,"telecoms, media, oil-services",80.0,
218,Carrie Perrodo,7.2,,Energy,oil,67.0,F
219,Quek Leng Chan,7.2,,Diversified,"banking, property",76.0,M
220,Wang Wenxue,7.2,,Real Estate,real estate,51.0,
221,John Doerr,7.1,,Technology,venture capital,66.0,M
222,Patrick Drahi,7.1,,Telecom,telecom,54.0,M
223,Eva Gonda De Rivera,7.1,,Food and Beverage,beverages,,F
224,Willi & Isolde Liebherr,7.1,,Construction & Engineering,Construction,,
225,Ricardo Salinas Pliego,7.1,,Fashion & Retail,"retail, media",62.0,M
226,Suh Kyung-Bae,7.1,South Korea,Fashion & Retail,cosmetics,55.0,
227,Pollyanna Chu,7.0,,Finance and Investments,financial services,60.0,F
228,John Fredriksen,7.0,,Logistics,shipping,73.0,M
229,Goh Cheng Liang,7.0,Singapore,Manufacturing,paints,91.0,M
230,Sri Prakash Lohia,7.0,Indonesia,Manufacturing,polyester,65.0,M
231,Lu Zhiqiang,7.0,China,Real Estate,real estate,65.0,M
232,Jorn Rausing,7.0,,Food and Beverage,packaging,58.0,M
233,Johann Rupert,7.0,,Fashion & Retail,luxury goods,68.0,M
234,Jacques Saade,7.0,France,Logistics,shipping,81.0,M
235,Wu Shaoxun,7.0,,Food and Beverage,wine,62.0,
236,Leonid Fedun,6.9,,Energy,oil,62.0,M
237,Kim Jung-Ju,6.9,,Technology,online games,50.0,M
238,Sandra Ortega Mera,6.9,,Fashion & Retail,Zara,49.0,
239,Jim Pattison,6.9,,Diversified,diversified,89.0,M
240,Michael Platt,6.9,United Kingdom,Finance and Investments,hedge funds,50.0,M
241,Chan Laiwa,6.8,,Real Estate,real estate,77.0,
242,David Green,6.8,,Fashion & Retail,retail,76.0,M
243,Hank & Doug Meijer,6.8,United States,Fashion & Retail,supermarkets,,M
244,Dmitry Rybolovlev,6.8,Russia,Manufacturing,fertilizer,51.0,M
245,Tsai Eng-Meng,6.8,,Food and Beverage,"food, beverages",61.0,M
246,Andreas Von Bechtolsheim,6.8,Germany,Technology,Google,62.0,M
247,Oleg Deripaska,6.7,Russia,Metals & Mining,"aluminum, utilities",50.0,
248,Liu Yongxing,6.7,,Service,diversified,70.0,M
249,Ludwig Merckle,6.7,,Finance and Investments,pharmaceuticals,53.0,
250,Brian Acton,6.6,,Technology,WhatsApp,46.0,
251,John Grayken,6.6,,Finance and Investments,private equity,62.0,
252,Ann Walton Kroenke,6.6,United States,Fashion & Retail,Walmart,69.0,F
253,Augusto & Giorgio Perfetti,6.6,Italy,Food and Beverage,candy,,M
254,Finn Rausing,6.6,,Food and Beverage,packaging,63.0,
255,Kirsten Rausing,6.6,Sweden,Food and Beverage,packaging,66.0,F
256,Odd Reitan,6.6,Norway,Fashion & Retail,"retail, real estate",66.0,M
257,Nassef Sawiris,6.6,,Construction & Engineering,"construction, chemicals",57.0,M
258,Wee Cho Yaw,6.6,,Finance and Investments,banking,89.0,
259,Aloys Wobben,6.6,,Energy,wind turbines,66.0,M
260,Leon Black,6.5,,Finance and Investments,private equity,66.0,
261,Ivan Glasenberg,6.5,,Metals & Mining,mining,61.0,
262,John Paulson,6.5,United States,Finance and Investments,hedge funds,62.0,M
263,Wei Jianjun,6.5,,Automotive,automobiles,54.0,M
264,Francis Choi,6.4,,Real Estate,real estate,70.0,M
265,Erivan Haub,6.4,,Fashion & Retail,retail,85.0,
266,Jason Jiang,6.4,China,Media & Entertainment,advertising,45.0,M
267,Suleiman Kerimov,6.4,,Finance and Investments,investments,52.0,M
268,Ian & Richard Livingstone,6.4,,Real Estate,real estate,,M
269,Pang Kang,6.4,China,Food and Beverage,soy sauce maker,62.0,M
270,David Shaw,6.4,,Finance and Investments,hedge funds,67.0,M
271,Kushal Pal Singh,6.4,,Real Estate,real estate,86.0,M
272,John A. Sobrato,6.4,United States,Real Estate,real estate,79.0,
273,Acharya Balkrishna,6.3,,Food and Beverage,consumer goods,45.0,M
274,Guenther Fielmann,6.3,,Healthcare,optometry,78.0,M
275,Daniel Gilbert,6.3,,Finance and Investments,Quicken Loans,56.0,M
276,Antonia Johnson,6.3,,Diversified,diversified,74.0,
277,Vikram Lal,6.3,,Automotive,motorcycles,76.0,
278,Akira Mori,6.3,Japan,Real Estate,real estate,81.0,M
279,Maria-Elisabeth Schaeffler-Thumann,6.3,,Automotive,auto parts,76.0,F
280,Albert Frere,6.2,Belgium,Finance and Investments,investments,92.0,
281,Richard Kinder,6.2,United States,Energy,pipelines,73.0,
282,Robert Kraft,6.2,United States,Sports,New England Patriots,77.0,
283,Ralph Lauren,6.2,,Fashion & Retail,Ralph Lauren,78.0,
284,Bruno Schroder,6.2,,Finance and Investments,banking,85.0,M
285,Nusli Wadia,6.2,,Food and Beverage,consumer goods,74.0,
286,Pierre Bellon,6.1,,Service,food services,88.0,M
287,Les Wexner,6.1,United States,Fashion & Retail,retail,80.0,M
288,Benu Gopal Bangur,6.0,,Manufacturing,cement,87.0,
289,David Cheriton,6.0,,Technology,Google,67.0,M
290,Ma Jianrong,6.0,China,Fashion & Retail,"textiles, apparel",54.0,
291,Whitney Macmillan,6.0,United States,Food and Beverage,Cargill,88.0,M
292,Dan Olsson,6.0,,Diversified,diversified,71.0,
293,Vivek Chaand Sehgal,6.0,,Automotive,auto parts,61.0,
294,Teh Hong Piow,6.0,,Finance and Investments,banking,88.0,M
295,Abdulla Bin Ahmad Al Ghurair,5.9,United Arab Emirates,Diversified,diversified,,M
296,Maria Asuncion Aramburuzabala,5.9,Mexico,Food and Beverage,"beer, investments",55.0,F
297,Ralph Dommermuth,5.9,,Technology,internet service provider,54.0,M
298,Frank Lowy,5.9,Australia,Real Estate,shopping malls,87.0,
299,Wolfgang Marguerre,5.9,,Healthcare,pharmaceuticals,77.0,M
300,Marijke Mars,5.9,United States,Food and Beverage,"candy, pet food",53.0,
301,Pamela Mars,5.9,,Food and Beverage,"candy, pet food",57.0,
302,Valerie Mars,5.9,United States,Food and Beverage,"candy, pet food",59.0,
303,Victoria Mars,5.9,,Food and Beverage,"candy, pet food",61.0,F
304,David & Frederick Barclay,5.8,,Diversified,"media, retail",84.0,M
305,"John Gokongwei, Jr.",5.8,Philippines,Diversified,food and beverage,91.0,M
306,Kwon Hyuk-Bin,5.8,,Technology,online games,44.0,M
307,Nancy Walton Laurie,5.8,United States,Fashion & Retail,Walmart,67.0,F
308,Lin Yu-Ling,5.8,,Real Estate,real estate,81.0,M
309,Tom & Judy Love,5.8,,Fashion & Retail,retail & gas stations,81.0,
310,Robert Rowling,5.8,,Energy,investments,64.0,M
311,Dennis Washington,5.8,,Logistics,"construction, mining",83.0,M
312,Yao Liangsong,5.8,,Manufacturing,furniture,53.0,
313,Zhang Jindong,5.8,China,Fashion & Retail,appliance retailer,55.0,
314,Juan Francisco Beckmann Vidal,5.7,,Food and Beverage,tequila,78.0,M
315,David Sun,5.7,,Technology,computer hardware,66.0,M
316,John Tu,5.7,,Technology,computer hardware,76.0,M
317,Martin Viessmann,5.7,Germany,Manufacturing,heating equipment,64.0,
318,Stef Wertheimer,5.7,,Manufacturing,metalworking tools,91.0,
319,Hansjoerg Wyss,5.7,,Healthcare,medical devices,83.0,M
320,James Dyson,5.6,,Manufacturing,vacuums,71.0,M
321,Laurence Graff,5.6,,Fashion & Retail,diamond jewelry,80.0,
322,Jen-Hsun Huang,5.6,,Technology,semiconductors,55.0,M
323,Charles Johnson,5.6,United States,Finance and Investments,money management,85.0,M
324,Jerry Jones,5.6,,Sports,Dallas Cowboys,75.0,M
325,Kei Hoi Pang,5.6,China,Real Estate,real estate,52.0,M
326,Kwee Family,5.6,Singapore,Real Estate,Real Estate,,M
327,Lee Shin Cheng,5.6,,Manufacturing,"palm oil, property",79.0,
328,Richard Lefrak,5.6,United States,Real Estate,real estate,72.0,M
329,Shigenobu Nagamori,5.6,Japan,Manufacturing,motors,73.0,M
330,Steven Rales,5.6,,Manufacturing,manufacturing,67.0,M
331,Friede Springer,5.6,,Media & Entertainment,publishing,75.0,F
332,Yeung Kin-Man,5.6,Hong Kong,Manufacturing,electronics,54.0,M
333,Rinat Akhmetov,5.5,,Metals & Mining,"steel, coal",51.0,M
334,Shari Arison,5.5,Israel,Service,Carnival Cruises,60.0,F
335,Dannine Avara,5.5,United States,Energy,pipelines,54.0,F
336,Rahel Blocher,5.5,Switzerland,Manufacturing,chemicals,42.0,
337,Andrew Currie,5.5,,Manufacturing,chemicals,62.0,
338,Scott Duncan,5.5,,Energy,pipelines,34.0,M
339,Milane Frantz,5.5,United States,Energy,pipelines,48.0,F
340,Diane Hendricks,5.5,United States,Construction & Engineering,roofing,71.0,
341,Magdalena Martullo-Blocher,5.5,,Manufacturing,chemicals,49.0,F
342,Hiroshi Mikitani,5.5,,Fashion & Retail,online retail,53.0,M
343,Gabe Newell,5.5,,Gambling & Casinos,videogames,55.0,M
344,Pan Sutong,5.5,,Real Estate,"real estate, finance",55.0,M
345,Anthony Pratt,5.5,Australia,Manufacturing,manufacturing,58.0,
346,John Reece,5.5,United Kingdom,Manufacturing,chemicals,61.0,M
347,Randa Williams,5.5,United States,Energy,pipelines,56.0,F
348,Zhang Bangxin,5.5,,Service,after-school tutoring,38.0,M
349,Zhang Shiping,5.5,,Metals & Mining,aluminum products,71.0,M
350,Jean-Michel Besnier,5.4,,Food and Beverage,cheese,51.0,M
351,Marie Besnier Beauvalot,5.4,,Food and Beverage,cheese,36.0,F
352,Richard Devos,5.4,United States,Service,Amway,92.0,M
353,Michael Herz,5.4,,Fashion & Retail,coffee,74.0,M
354,Wolfgang Herz,5.4,,Fashion & Retail,coffee,67.0,M
355,Kjeld Kirk Kristiansen,5.4,,Manufacturing,Lego,70.0,M
356,Sofie Kirk Kristiansen,5.4,Denmark,Manufacturing,Lego,42.0,F
357,Thomas Kirk Kristiansen,5.4,,Manufacturing,Lego,,M
358,Lam Wai Ying,5.4,Hong Kong,Manufacturing,smartphone screens,,F
359,Lin Xiucheng,5.4,,Technology,electronics,62.0,M
360,Margarita Louis-Dreyfus,5.4,,Food and Beverage,commodities,56.0,F
361,George Roberts,5.4,United States,Finance and Investments,private equity,74.0,M
362,"Edward Roski, Jr.",5.4,,Real Estate,real estate,79.0,
363,Agnete Kirk Thinggaard,5.4,,Manufacturing,Lego,,F
364,Mike Adenuga,5.3,,Diversified,"telecom, oil",65.0,
365,Jim Davis,5.3,United States,Manufacturing,New Balance,75.0,M
366,David Filo,5.3,United States,Technology,Yahoo,52.0,M
367,Pansy Ho,5.3,,Gambling & Casinos,casinos,55.0,F
368,Henry Kravis,5.3,,Finance and Investments,private equity,74.0,M
369,Emanuele (Lino) Saputo,5.3,,Food and Beverage,cheese,81.0,M
370,Xu Chuanhua,5.3,China,Manufacturing,"chemicals, logistics",83.0,M
371,Alexander Abramov,5.2,Russia,Metals & Mining,"steel, mining",59.0,
372,Israel Englander,5.2,,Finance and Investments,hedge funds,69.0,M
373,Frits Goldschmeding,5.2,,Service,temp agency,84.0,M
374,Marian Ilitch,5.2,,Food and Beverage,"pizza, sports team",85.0,F
375,Bruce Kovner,5.2,United States,Finance and Investments,hedge funds,73.0,M
376,George Lucas,5.2,United States,Media & Entertainment,Star Wars,74.0,M
377,Kalanithi Maran,5.2,India,Media & Entertainment,media,52.0,M
378,Elisabeth Mohn,5.2,,Media & Entertainment,publishing,77.0,F
379,"Robert Rich, Jr.",5.2,United States,Food and Beverage,frozen foods,77.0,
380,Wang Chuanfu,5.2,China,Automotive,"batteries, automobiles",52.0,M
381,Maria Fernanda Amorim,5.1,Portugal,Diversified,"energy, investments",83.0,F
382,Pyotr Aven,5.1,,Energy,"oil, banking, telecom",63.0,M
383,Bernard Marcus,5.1,United States,Fashion & Retail,Home Depot,89.0,M
384,Pedro Moreira Salles,5.1,,Diversified,"banking, minerals",58.0,M
385,Frederick Smith,5.1,,Logistics,FedEx,73.0,M
386,Ronda Stryker,5.1,,Healthcare,medical equipment,64.0,F
387,Richard Branson,5.0,United Kingdom,Diversified,Virgin,67.0,M
388,Subhash Chandra,5.0,India,Media & Entertainment,media,67.0,M
389,Denise Coates,5.0,,Gambling & Casinos,online gambling,50.0,F
390,Martha Ingram,5.0,,Media & Entertainment,"book distribution, transportation",82.0,F
391,Law Kar Po,5.0,,Real Estate,real estate,70.0,M
392,Joe Lewis,5.0,United Kingdom,Finance and Investments,investments,81.0,M
393,Gabriella Meister,5.0,,Manufacturing,appliances,70.0,F
